ShortEMA,MediumEMA,LongEMA,CAGR,FinalValue,NumTrades
70,100,150,0.05294054703863682,689798.7377940859,2190
70,110,150,0.05260799000308736,684588.9587214295,2154
70,120,150,0.05264279325485499,685132.4085239259,2164
